architecture,knobs,dataset,epsilon,split,binning,n_bins,config,source,target,fingerprint,utility_ratio,corr_mae,wasserstein_mean,discriminator_auc,mahalamia_best,v2_blackbox,v2_blackbox_grid,v2_whitebox
Star + DP gene-gene-label tree,,BRCA,10.0,1,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree_label",211b7e94d2ea2e8f,0.6423289437732681,0.1561112323556313,0.4499851666155917,1.0,0.5296822170024964,0.6006751703725549,,0.6119086992700576
Star + DP gene-gene-label tree,,BRCA,10.0,2,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree_label",e3da5e0eaf8da7a9,0.7315788840074606,0.1551037072158929,0.4379954520070789,1.0,0.508057805538293,0.5891993806549468,,0.6992858572346454
Star + DP gene-gene-label tree,,BRCA,10.0,3,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree_label",b4e180d12cd2472d,0.6881356727026395,0.1501844756601718,0.4433526699909116,1.0,0.5040815681648216,0.5995586639842425,,0.6970475779184528
Star + DP gene-gene-label tree,,BRCA,10.0,1,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree_label",41cf45d30288ebc7,0.6243818790307479,0.1544037399398583,0.4567893325672531,1.0,0.5261641685713985,0.5820210872244282,,0.6857192513087351
Star + DP gene-gene-label tree,,BRCA,10.0,2,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree_label",e61be0c4375be56e,0.6399133265966034,0.1560518215151534,0.4407322727581499,1.0,0.5121973056383573,0.5753115158154184,,0.7007183559970086
Star + DP gene-gene-label tree,,BRCA,10.0,3,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree_label",05f3a543ceab37d8,0.6039864149535704,0.1486189772835668,0.4501562781902205,1.0,0.5059143239343158,0.5690759329674844,,0.7305322364886928
Star + DP gene-gene-label tree,,BRCA,10.0,1,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree_label",dac7c4023299761e,0.6379021824128858,0.1554190717555779,0.4717131157094243,1.0,0.5287184402616417,0.5725097167655021,,0.6905486680921434
Star + DP gene-gene-label tree,,BRCA,10.0,2,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree_label",37006bad84c9ae0f,0.6467718078351333,0.1573826783133356,0.4458376952661751,1.0,0.5159523483499932,0.5622662973066916,,0.6982430824002781
Star + DP gene-gene-label tree,,BRCA,10.0,3,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree_label",b40bef9ca98a504c,0.6192540635922235,0.148519440805331,0.4626900023376543,1.0,0.50002106615827,0.5524600006319847,,0.7150433436206406
Star + DP gene-gene-label tree,,BRCA,10.0,1,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree_label",4d9c0ed4d177b031,0.5975667733692958,0.1556793311839456,0.446842792177275,1.0,0.524852800219088,0.7110513066284667,,0.6884999842003813
Star + DP gene-gene-label tree,,BRCA,10.0,2,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree_label",65475dc44202a60d,0.68663049823897,0.1566356395826987,0.4389606733684227,1.0,0.5355544086202719,0.7248075079788076,,0.696389260472514
Star + DP gene-gene-label tree,,BRCA,10.0,3,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree_label",f8156a6917f38d48,0.5952136062110395,0.1480113313704969,0.4400356593324963,1.0,0.5050558779848113,0.7594876710308726,,0.7003707643855529
Star + DP gene-gene-label tree,,BRCA,10.0,1,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree_label",85feb303d4f8772c,0.6460029934148085,0.1658669171368648,0.1929726291617751,0.9998261492550324,0.524584206701145,0.7096872728804812,,0.7156068633543644
Star + DP gene-gene-label tree,,BRCA,10.0,2,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree_label",286ebf3dd2ec792e,0.6930184879319157,0.1679066391526265,0.1928804215115288,0.99984592607121,0.5103434837105931,0.6535459610908056,,0.717197358303753
Star + DP gene-gene-label tree,,BRCA,10.0,3,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree_label",ea8a577c4e3bc6b5,0.6093404771699374,0.1633321394762362,0.1909586500608206,0.9999406286902764,0.4968558758781954,0.6944985727677773,,0.722569228662615
Star + DP gene-gene-label tree,,BRCA,10.0,1,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree_label",77fc797f2d6ec215,0.4658135052333865,0.1693562307746626,2.6653034728135023,0.9999407512738476,0.5165527338606895,0.6344810878564131,,0.6157796058521787
Star + DP gene-gene-label tree,,BRCA,10.0,2,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree_label",d7d9e8640e702a2e,0.5219313359309159,0.1715094856299764,2.641745078800024,0.9999407104126572,0.5232517721905645,0.5834904517637641,,0.5674433057015558
Star + DP gene-gene-label tree,,BRCA,10.0,3,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree_label",3d60559e2c6d83cc,0.4448700228550008,0.1670171963167821,2.5996921138366536,0.9999960364645264,0.4991415540504955,0.616316792888065,,0.5876562845616659
Star + DP gene-gene-label tree,,BRCA,1000.0,1,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",4d70dc5c421bf1e0,0.8020191852131306,0.1284411976995857,0.0987721906671898,0.996388224894544,0.5341429760161789,0.9031588704325936,0.904038382540368,0.930966199349056
Star + DP gene-gene-label tree,,BRCA,1000.0,2,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",91b868759077ca86,0.8820247788685913,0.1310714890751205,0.0904882748077063,0.9936718410554172,0.524605272859415,0.8572504450225935,0.8765891783144968,0.912549110481467
Star + DP gene-gene-label tree,,BRCA,1000.0,3,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",2eec6491f47bf7a2,0.9049915454409267,0.127594100520496,0.0992771294440249,0.99392276962597,0.4934958236341229,0.873123795279074,0.888807550111124,0.9130757644382184
Star + DP gene-gene-label tree,,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",3705611c5aabd203,0.8308186489547331,0.1349063115967032,0.0578729669691389,0.9977779003613492,0.532910605757381,0.9376125722832556,0.9387343452111356,0.9808982609886348
Star + DP gene-gene-label tree,,BRCA,1000.0,2,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",c90dce5979f00cf4,0.8487358226738058,0.1363119562029962,0.0540823758253251,0.9973456843091668,0.5143407872423346,0.9283961280401098,0.9407830291028976,0.9881818852105037
Star + DP gene-gene-label tree,,BRCA,1000.0,3,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",b0063714593452b4,0.8550768737404256,0.1328028433785273,0.0580972444551845,0.9966800010351502,0.5012534364170678,0.9282591980113544,,0.9873761046566744
Star + DP gene-gene-label tree,,BRCA,1000.0,1,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree_label",2a91ed70e409fce5,0.8030196323451854,0.1405600536805636,0.0525419200471092,0.995838464817834,0.5350646204404933,0.9745257481119456,0.9782175923487714,0.999289017158386
Star + DP gene-gene-label tree,,BRCA,1000.0,2,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree_label",e0e2859577f1fdf3,0.8856124709619715,0.1430058375114799,0.0512831725271884,0.9961882910896726,0.5201919127018402,0.9798976184708076,0.9863543959805772,0.9998683365108122
Star + DP gene-gene-label tree,,BRCA,1000.0,3,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree_label",a640fd24d376ce3c,0.8347704040946532,0.1394194363547349,0.052929584681074,0.998210021070754,0.4960711614826363,0.9725402626949936,,0.9998367372734072
Star + DP gene-gene-label tree,,BRCA,1000.0,1,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",d42dcbe9ebc86e51,0.791125070766897,0.1501829941343364,0.0847801330687308,0.997103786061703,0.5270226145209029,0.8928943848155132,,0.9135339533805916
Star + DP gene-gene-label tree,,BRCA,1000.0,2,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",5f73f16b0b3f4d42,0.8082122972878365,0.1529774160117989,0.0762431396151486,0.996955528042354,0.5139194640769336,0.8893658033052804,,0.9065557884536388
Star + DP gene-gene-label tree,,BRCA,1000.0,3,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",2526fa82d9832b4f,0.695847204258336,0.1494659587546482,0.0840023542221732,0.996781173342704,0.4940962091448193,0.8971708149443327,,0.915366709150086
Star + DP gene-gene-label tree,,BRCA,1000.0,1,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree_label",f3e2c8ba5994ad79,0.7815488458832873,0.1354806014951484,0.1064850856446542,0.9902569351655492,0.5362917241597236,0.948825035022488,,0.9840055193334668
Star + DP gene-gene-label tree,,BRCA,1000.0,2,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree_label",b2a5275786d9ad01,0.873894805409016,0.136702644253802,0.1045630272567144,0.9912326867730964,0.5246474051759551,0.9538493137698943,,0.9878500932177504
Star + DP gene-gene-label tree,,BRCA,1000.0,3,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree_label",43841440b6371701,0.8860485230424954,0.1332441554137938,0.1041495931942777,0.9895905708716918,0.4939434794973614,0.9443432098505355,,0.9889192007499552
Star + DP gene-gene-label tree,,BRCA,1000.0,1,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree_label",02d5ea86d0152991,0.6662661608155228,0.1589354769325833,1.293688733903051,0.9999287789450458,0.5230990425431066,0.6761078165980261,,0.6596182812121467
Star + DP gene-gene-label tree,,BRCA,1000.0,2,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree_label",afbcb782e460c78d,0.779523393295619,0.1611014901512028,1.3016880305005962,0.9998969616980822,0.5046450878985453,0.6459252783366162,,0.6238005456134992
Star + DP gene-gene-label tree,,BRCA,1000.0,3,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree_label",7303a0058be64cb3,0.7110531157443467,0.156272942497288,1.2892573554287343,0.9994743344052588,0.4979881818852105,0.6708202108722443,,0.6498330506957098
Star + DP gene-gene-label tree,,COMBINED,10.0,1,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree_label",c8e4ef8d3f75e2ab,0.8724593264843452,0.1318589051364776,0.1168112825737671,1.0,0.51164193275541,0.5684735404540697,,0.6296726698917146
Star + DP gene-gene-label tree,,COMBINED,10.0,2,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree_label",4d598cfb40dffeb5,0.8616229428209747,0.1317337385153721,0.1102893982689197,0.9999989966127526,0.5036811682385154,0.5576904689469337,,0.6187495194188228
Star + DP gene-gene-label tree,,COMBINED,10.0,3,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=8,structure=tree_label",52ee1d718ebdc0ca,0.8953928403612503,0.131130996220407,0.1178192407104792,1.0,0.4997933918834435,0.5628987987977949,,0.6202485983745492
Star + DP gene-gene-label tree,,COMBINED,10.0,1,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree_label",54a549df446c4c40,0.7924837855045116,0.1452779509594301,0.1097931595027266,1.0,0.5107931010273572,0.5804150215467526,,0.6067017254117953
Star + DP gene-gene-label tree,,COMBINED,10.0,2,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree_label",dc05c2222e08cb5e,0.8548820461933516,0.1461632669508731,0.1055299157837748,0.9999957337541358,0.5006913682605804,0.5687931478317849,,0.6043574922187639
Star + DP gene-gene-label tree,,COMBINED,10.0,3,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=16,structure=tree_label",ef3751a3b5cc55ec,0.8752735250553751,0.1446343416642739,0.1085736612642189,1.0,0.5022496213856117,0.5780851639993715,,0.6066458944158974
Star + DP gene-gene-label tree,,COMBINED,10.0,1,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree_label",54df612b1033970d,0.8213127047707738,0.1581148578367077,0.1189852693163241,0.9999992471330827,0.5101682619175774,0.5768154267393695,,0.6131614050689196
Star + DP gene-gene-label tree,,COMBINED,10.0,2,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree_label",00032dbb59615d78,0.8114306359937663,0.1592327340847521,0.1118390435141775,1.0,0.5035310597525383,0.5544452505206993,,0.6094534914431476
Star + DP gene-gene-label tree,,COMBINED,10.0,3,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,n_bins=32,structure=tree_label",b87582726060da1e,0.8391705600186931,0.1573658607486631,0.1177084195817353,1.0,0.5057108088139424,0.5757974304369193,,0.5707850105477121
Star + DP gene-gene-label tree,,COMBINED,10.0,1,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree_label",5bc39315587288db,0.8113195750566726,0.1503069301058028,0.131242420631526,1.0,0.508600982224347,0.615742334939171,,0.6184115245873688
Star + DP gene-gene-label tree,,COMBINED,10.0,2,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree_label",23b6560c05810155,0.8610745411889289,0.1508340731465308,0.12218151778203,0.999999749044361,0.5008742398459466,0.6019838390997503,,0.6053423911044842
Star + DP gene-gene-label tree,,COMBINED,10.0,3,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,n_bins=16,structure=tree_label",9927cef37a7e6277,0.855977844501248,0.1491244901659663,0.1315644464032855,1.0,0.4981816479838993,0.6136334611539966,,0.6177234995001956
Star + DP gene-gene-label tree,,COMBINED,10.0,1,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree_label",1e1aae929f8fc386,0.8349820005350357,0.1519943023591852,0.1526484994145819,0.9998727844269312,0.5115630338630034,0.5859690355279038,,0.6339970646937486
Star + DP gene-gene-label tree,,COMBINED,10.0,2,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree_label",fd472ed79f2a17cd,0.8743978731320537,0.1510781837957194,0.1527822071420203,0.9998401621527422,0.5035033114132597,0.5818749853736164,,0.6023876944473233
Star + DP gene-gene-label tree,,COMBINED,10.0,3,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,n_bins=16,structure=tree_label",0025101bc90a3f10,0.8820509298954728,0.1514931537850032,0.1489547133703198,0.9998439354111628,0.5023342036728103,0.5872147019393749,,0.6095654877522843
Star + DP gene-gene-label tree,,COMBINED,10.0,1,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree_label",3f4eb09cbba92f9b,0.7640603850509708,0.1709248469821482,1.0861399608242606,0.9999974910965728,0.5071851482864564,0.5267814935292878,,0.580649043685247
Star + DP gene-gene-label tree,,COMBINED,10.0,2,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree_label",8e2a8934ef9b43f5,0.8010241954420827,0.1706971562680768,1.067939771491373,0.9999994980887218,0.4999231070116376,0.5263355141967859,,0.5835977226302751
Star + DP gene-gene-label tree,,COMBINED,10.0,3,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,n_bins=48,structure=tree_label",b8fd070ac8094508,0.8265151031719761,0.1707859872219814,1.0688033666932235,0.9999954827984966,0.5034371165798,0.5243964736206902,,0.5570412246712824
Star + DP gene-gene-label tree,,COMBINED,1000.0,1,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",ff09d904ac2ece83,0.9229980129610076,0.1216335966657972,0.0815980965969602,0.9995553925810894,0.5164564367789193,0.633619954733432,0.6467549487324358,0.6730834422650669
Star + DP gene-gene-label tree,,COMBINED,1000.0,2,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",7ca8165ebfb67d7c,0.9290002213237432,0.1215687837038304,0.0815008881700758,0.9996507337408328,0.5050518693354106,0.6312178846404585,0.6440683745825212,0.6730901286118809
Star + DP gene-gene-label tree,,COMBINED,1000.0,3,dp_quantile,8,dp_quantile8/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=8,structure=tree_label",bf66588de4c7c6d9,0.9393935964743606,0.1213153952515818,0.0818217815113565,0.9996497199061696,0.5013001601380062,0.6236676618179509,0.6347529562010852,0.6630993892022184
Star + DP gene-gene-label tree,,COMBINED,1000.0,1,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",70933168a1fa1765,0.9325301413227304,0.1255676658921586,0.0371604208927709,0.9997393132458636,0.5165757880695514,0.7494930077528191,0.7806884931314503,0.8624070179896162
Star + DP gene-gene-label tree,,COMBINED,1000.0,2,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",b6aee4925c853507,0.9349427042912802,0.1256016829360106,0.0369492692533407,0.9993794469948676,0.5106918028731232,0.7466014970730518,0.7740837197484597,0.8544960667564866
Star + DP gene-gene-label tree,,COMBINED,1000.0,3,dp_quantile,16,dp_quantile16/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",8816935d6d4afa8f,0.94747534407039,0.125550145186521,0.037242345008096,0.999179059678858,0.510158566714697,0.7386337118920021,0.7695828053905328,0.8519636129006376
Star + DP gene-gene-label tree,,COMBINED,1000.0,1,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree_label",5f37021e27195805,0.9349764714893872,0.135574276206903,0.0285999018646441,0.9998901517324894,0.5148179474921185,0.8057218412861857,0.8393735561669848,0.9521307715709906
Star + DP gene-gene-label tree,,COMBINED,1000.0,2,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree_label",0c780e968e63f782,0.9378438709259386,0.1357187467965859,0.0281926888236275,0.999894358123366,0.5034839210074988,0.8043518088239718,0.8286663746961891,0.937624742157751
Star + DP gene-gene-label tree,,COMBINED,1000.0,3,dp_quantile,32,dp_quantile32/tree_label,pgm_structure_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,n_bins=32,structure=tree_label",7d38b72141edd680,0.95929422687811,0.1357423516429969,0.0283326000851351,0.9999132087443452,0.5003236191858036,0.7989051107091873,0.8276343370654292,0.9368217119053748
Star + DP gene-gene-label tree,,COMBINED,1000.0,1,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",301d18b45edb6674,0.8300787651667523,0.1489562876835286,0.0427161175958098,0.9999106861286844,0.5113731416134824,0.6679780821551433,,0.6946502539140202
Star + DP gene-gene-label tree,,COMBINED,1000.0,2,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",48f37b641789b403,0.8570627032271824,0.1487200838057611,0.042938648820682,0.9998936013386678,0.5099282220669503,0.6600377109960317,,0.6856387299952862
Star + DP gene-gene-label tree,,COMBINED,1000.0,3,dp_uniform,16,dp_uniform16/tree_label,pgm_structure_sweep,"pgm@binning=dp_uniform,edge_estimator=threshold,epsilon=1000,n_bins=16,structure=tree_label",8bec628ff01fb261,0.8682676585887775,0.1487801813676218,0.0431157793701844,0.999878622138289,0.499048867165691,0.6589528512254402,,0.6856584547183878
Star + DP gene-gene-label tree,,COMBINED,1000.0,1,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree_label",30b83fa6743076a3,0.9260170182719182,0.1259032093983082,0.1295928471980083,0.9992551118614584,0.5175259179518383,0.7652520585590253,,0.8591176696744083
Star + DP gene-gene-label tree,,COMBINED,1000.0,2,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree_label",90ff05662d600d0c,0.940688189372104,0.1263695667450947,0.1290264327683386,0.998920645237707,0.5041599106704066,0.7516426682535596,,0.8487621900460356
Star + DP gene-gene-label tree,,COMBINED,1000.0,3,quantile,16,quantile16/tree_label,pgm_structure_sweep,"pgm@binning=quantile,epsilon=1000,n_bins=16,structure=tree_label",4e409444e02786db,0.9436678956982888,0.1257826989886039,0.1294708334376786,0.9989639460769992,0.5025528472136321,0.7465660594349369,,0.8419233945245507
Star + DP gene-gene-label tree,,COMBINED,1000.0,1,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree_label",facde6a5e11dda13,0.8041175153025777,0.1657406335196924,0.8460533075267519,0.9999969896206036,0.5074659748526497,0.5520669169589157,,0.5813892222775703
Star + DP gene-gene-label tree,,COMBINED,1000.0,2,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree_label",cf3c2e513c52ef0e,0.8046635607767467,0.1658022597375088,0.856353334085345,0.999996488362289,0.502450546107376,0.5508563538682187,,0.5738794518532881
Star + DP gene-gene-label tree,,COMBINED,1000.0,3,uniform,48,uniform48/tree_label,pgm_structure_sweep,"pgm@binning=uniform,epsilon=1000,n_bins=48,structure=tree_label",ece978da02488bf1,0.8280017845665808,0.1660491652650112,0.8487465655482508,0.9999927238100484,0.5058522250490611,0.5415128528301635,,0.5738386651377221
k/l forest,k=10 l=0,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k10_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=0,n_bins=16,structure=forest",cb0d7e2137c0f7d3,0.4397372940087858,0.1716260027274149,0.4253507429205119,1.0,0.5260483047009132,0.5743846048515363,,0.6882524568407083
k/l forest,k=10 l=100,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k10_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=100,n_bins=16,structure=forest",36e8906794035693,0.5328716080929833,0.1732750894022559,0.4303269422125238,1.0,0.5273491399740886,0.5749955234413676,,0.6609296495644572
k/l forest,k=10 l=20,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k10_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=20,n_bins=16,structure=forest",be109ec437d7a234,0.4629968473844845,0.1716710008115423,0.4262803569836598,1.0,0.5303931998441104,0.5723359209597743,,0.6461148737610465
k/l forest,k=10 l=200,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k10_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=200,n_bins=16,structure=forest",2b11f4f3284603f0,0.4827973551855437,0.1760458597510255,0.434148582504536,1.0,0.5259587735282656,0.5710877510822739,,0.6676181548151973
k/l forest,k=10 l=400,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k10_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=400,n_bins=16,structure=forest",0fadfb8427531db5,0.5014568343432727,0.1792566920916007,0.44106026488811,1.0,0.5246790044133601,0.5735998904559769,,0.6352184033958648
k/l forest,k=10 l=50,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k10_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=50,n_bins=16,structure=forest",ece343725a776ec2,0.5100332676713365,0.1723841720973962,0.4297030840722325,1.0,0.5259008415930229,0.5715143407872423,,0.6562898282054792
k/l forest,k=100 l=0,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k100_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=0,n_bins=16,structure=forest",2af2bfdd52083a1a,0.6289527971720108,0.1680410989344584,0.4307068523647684,1.0,0.5309777857361042,0.5772496023762627,,0.6804527117412233
